problemid,skill
9104051263,equation-solving
9104051166,square-root
9104051219,properties-of-geometric-figures
9104050319,order-of-operations
9104050300,sum-of-interior-angles-more-than-3-sides
9104050058,evaluating-functions
104050060,subtraction
104050061,multiplication
104050062,subtraction
104050063,evaluating-functions
104050131,pattern-finding
104050132,pattern-finding
104050133,pattern-finding
104050134,pattern-finding
104050135,pattern-finding
9104050410,reading-graph
9104050391,graph-shape
104050475,multiplication
104050476,multiplication
104050477,interpreting-numberline
104050593,percent-of
104050594,discount
104050430,ordering-numbers
104050431,integers
104050432,ordering-numbers
104050433,ordering-numbers
9104050829,probability
104050400,graph-shape
104050491,n-number-sense-operations
104050492,n-number-sense-operations
104050493,n-number-sense-operations
104050494,n-number-sense-operations
9104051102,equivalent-fractions-decimals-percents
104050528,fraction-division
104050388,subtracting-decimals
104050389,subtracting-decimals
104050390,subtracting-decimals
104050182,equation-solving
104050183,equation-solving
104050184,symbolization-articulation
104050185,symbolization-articulation
104050186,inducing-functions
9104050546,proportion
104051390,noskill
104051442,noskill
104050460,multiplying-decimals
104050461,multiplying-decimals
104050462,multiplying-decimals
104050157,pattern-finding
104050158,subtraction
104050159,subtraction
104050160,pattern-finding
104050161,multiplication
104051369,point-plotting
104050584,n-number-sense-operations
104050585,n-number-sense-operations
9104050396,graph-shape
9104050383,inducing-functions
9104051077,interpreting-linear-equations
9104050971,reciprocal
9104050705,inducing-functions
9104051057,evaluating-functions
9104050721,inducing-functions
9104050201,interpreting-numberline
9104050357,equation-solving
9104050606,interpreting-numberline
9104050194,algebra symbolization
9104050974,equation-solving
104050469,square-root
104050416,rounding
104050417,multiplying-decimals
104051392,area
9104050839,least-common-multiple
9104050997,equation-solving
9104050378,number-line
9104050208,interpreting-numberline
104050290,multiplication
104050291,subtraction
104050292,multiplication
104050293,subtraction
104050294,evaluating-functions
104050039,pattern-finding
104050040,pattern-finding
104050041,p-patterns-relations-algebra
104050103,subtraction
104050104,subtraction
104050105,subtraction
104050106,subtraction
104050107,pattern-finding
104050108,pattern-finding
104050109,pattern-finding
9104050164,pattern-finding
104050165,pattern-finding
104050166,pattern-finding
104050167,pattern-finding
104050168,pattern-finding
104050169,pattern-finding
104050170,pattern-finding
104050116,division
104050117,division
104050118,division
104050119,division
104050120,pattern-finding
9104050042,inducing-functions
104050757,probability
104050758,probability
104050520,order-of-operations
104050446,making-sense-of-expressions-and-equations
9104050812,probability
9104050801,combinatorics
9104050156,algebraic-manipulation
104050162,algebraic-manipulation
104050163,pattern-finding
104050053,evaluating-functions
104050054,evaluating-functions
104050055,evaluating-functions
104050056,evaluating-functions
104050330,properties-of-geometric-figures
104050331,properties-of-geometric-figures
104050332,pattern-finding
104050270,area
104050271,area
104050272,circumference
9104051019,interpreting-linear-equations
131,pythagorean-theorem
127,pythagorean-theorem
128,pythagorean-theorem
129,pythagorean-theorem
130,pythagorean-theorem
849,finding-percents
1351,noskill
74,supplementary-angles
72,transversals
73,supplementary-angles
3545,pattern-finding
3541,pattern-finding
3542,pattern-finding
3543,pattern-finding
3544,pattern-finding
463,symbolization-articulation
862,discount
860,percent-of
861,percent-of
1063,point-plotting
2063,equivalent-fractions-decimals-percents
2060,probability
2061,probability
2062,probability
1263,circle-graph
1259,simple-calculation
1260,simple-calculation
1261,circle-graph
1262,circle-graph
1285,transformations-rotations
2711,equivalent-fractions-decimals-percents
2710,of-means-multiply
4656,equivalent-fractions-decimals-percents
4657,equivalent-fractions-decimals-percents
441,symbolization-articulation
2114,probability
2111,least-common-multiple
2112,least-common-multiple
2113,least-common-multiple
2730,reading-graph
4685,noskill
1006,reading-graph
1003,reading-graph
1004,reading-graph
1005,reading-graph
166,discount
163,discount
164,discount
165,discount
1615,equivalent-fractions-decimals-percents
448,inducing-functions
445,properties-of-geometric-figures
446,properties-of-geometric-figures
447,pattern-finding
646,pattern-finding
640,pattern-finding
641,pattern-finding
642,pattern-finding
643,pattern-finding
644,pattern-finding
645,pattern-finding
4673,square-root
9656,square-root
9657,square-root
9658,square-root
231,noskill
1218,noskill
1214,noskill
1215,noskill
1216,noskill
1217,noskill
4522,probability
4518,probability
4519,probability
4520,probability
4521,probability
2209,fraction-decimals-percents
2205,fraction-decimals-percents
2206,fraction-decimals-percents
2207,fraction-decimals-percents
2208,fraction-decimals-percents
639,inducing-functions
634,equation-solving
635,equation-solving
636,symbolization-articulation
638,inducing-functions
342,order-of-operations
369,sum-of-interior-angles-more-than-3-sides
4382,isosceles-triangle
1516,making-sense-of-expressions-and-equations
4687,area
2255,statistics
4572,inequality-solving
4567,inequality-solving
4568,inequality-solving
4569,inequality-solving
4570,inequality-solving
4571,inequality-solving
2698,evaluating-functions
2695,multiplication
2696,unit-conversion
2697,evaluating-functions
2719,point-plotting
2717,point-plotting
2718,point-plotting
9793,point-plotting
9794,point-plotting
1563,triangle-inequality
1265,properties-of-geometric-figures
1096,reading-graph
1093,reading-graph
1094,reading-graph
1095,reading-graph
4507,probability
4504,probability
4505,probability
4506,probability
1616,number-line
52,equivalent-fractions-decimals-percents
48,of-means-multiply
49,equivalent-fractions-decimals-percents
50,fraction-multiplication
51,equivalent-fractions-decimals-percents
1271,area
1267,area
1268,perimeter
1266,area
1269,perimeter
1270,area
4666,noskill
2132,combinatorics
2128,combinatorics
2129,combinatorics
2130,combinatorics
2131,combinatorics
1697,inducing-functions
409,order-of-operations
9104050575,median
9104050228,interpreting-numberline
9104051345,ordering-numbers
9104051032,evaluating-functions
104050419,percents
9104050478,circle-graph
9104050279,divide-decimals
104051370,point-plotting
104051371,point-plotting
9104050735,probability
9104050539,scientific-notation
9104050452,subtracting-decimals
104050008,symbolization-articulation
104050009,symbolization-articulation
9104050941,equation-solving
9104050698,subtraction
9104050943,linear-area-volume-conversion
9104051020,graph-shape
9104050334,equation-concept
9104051001,interpreting-linear-equations
9104050947,pattern-finding
9104051053,evaluating-functions
9104051038,evaluating-functions
9104050495,reading-graph
9104050614,addition
9104050380,percents
104050534,discount
104050816,probability
104050424,equivalent-fractions-decimals-percents
104050425,equivalent-fractions-decimals-percents
9104050064,inducing-functions
9104050490,n-number-sense-operations
104050486,multiplication
104050487,multiplication
104050488,multiplication
104050489,multiplication
9104050171,algebraic-manipulation
9104050564,reading-graph
104050565,reading-graph
104050566,reading-graph
104050567,reading-graph
104050173,algebraic-manipulation
104050174,equation-concept
9104050264,inducing-functions
9104050993,interpreting-linear-equations
9104050445,making-sense-of-expressions-and-equations
9104050423,equivalent-fractions-decimals-percents
9104050917,mean
9104050880,probability
104050521,order-of-operations
9104050722,proportion
9104050908,reading-graph
104050122,subtraction
104050123,subtraction
104050124,subtraction
104050125,pattern-finding
104050126,pattern-finding
104050127,pattern-finding
104050128,pattern-finding
104050129,pattern-finding
104050066,addition
104050067,addition
104050068,addition
104050069,inducing-functions
104050070,equation-solving
9104050650,equation-solving
9104050780,probability
9104051364,point-plotting
9104050387,subtracting-decimals
9104050459,multiplying-decimals
9104050130,pattern-finding
104050136,pattern-finding
104050137,pattern-finding
104050138,pattern-finding
104050361,equation-solving
104051438,noskill
104051439,noskill
9104051015,reading-graph
9104050850,median
9104050150,division
104050151,pattern-finding
9104050052,evaluating-functions
104050619,n-number-sense-operations
104050620,n-number-sense-operations
9104050624,graph-shape
104051453,noskill
104051454,noskill
9104051135,percent-of
104051445,noskill
104051446,noskill
104051447,noskill
104051448,noskill
104051449,noskill
104051450,noskill
104051451,noskill
104051452,noskill
104051027,p-patterns-relations-algebra
104051028,p-patterns-relations-algebra
104051029,p-patterns-relations-algebra
104051030,p-patterns-relations-algebra
104051031,p-patterns-relations-algebra
9104050866,linear-area-volume-conversion
9104050885,venn-diagram
9104050860,scientific-notation
9104050935,median
9104050794,probability
104050558,discount
9104050509,circle-graph
9104051088,point-plotting
104051385,noskill
104051381,noskill
104051388,noskill
104051389,noskill
104051382,noskill
104051383,noskill
104051387,noskill
9104050296,sum-of-interior-angles-more-than-3-sides
9104050289,evaluating-functions
9104051287,division
104050535,discount
9104051118,properties-of-geometric-figures
9104050983,exponents
9104050945,symbolization-articulation
9104050339,algebraic-manipulation
9104050187,pattern-finding
9104050071,inducing-functions
9104051360,point-plotting
9104051289,addition
9104050482,reciprocal
9104050526,fraction-division
9104051197,discount
9104050181,inducing-functions
9104050102,pattern-finding
104050510,proportion
104050511,reduce-fraction
104050512,circle-graph
9104050970,subtraction
9104051107,equivalent-fractions-decimals-percents
9104050362,equation-solving
9104051305,substitution
9104051321,making-sense-of-expressions-and-equations
104050806,combinatorics
104050876,scientific-notation
104050877,scientific-notation
104050878,scientific-notation
9104050036,inducing-functions
104050172,symbolization-articulation
104050568,reading-graph
9104050121,pattern-finding
9104050205,interpreting-numberline
9104051234,sum-of-interior-angles-triangle
9104051302,substitution
104050596,percent-of
104050597,discount
104050598,percent-of
104050599,discount
9104050595,discount
9104050139,pattern-finding
9104051008,interpreting-linear-equations
104050095,subtraction
104050096,subtraction
104050097,subtraction
104050098,subtraction
104050099,pattern-finding
104050100,pattern-finding
104050101,pattern-finding
9104050609,equation-solving
9104051182,area
9104051215,area
9104050658,n-number-sense-operations
9104050893,median
9104050896,median
9104050500,order-of-operations
104050083,pattern-finding
104050084,pattern-finding
104050085,pattern-finding
9104050661,multiplying-decimals
9104051293,addition
104050940,median
9104051177,pythagorean-theorem
9104051025,interpreting-linear-equations
9104050007,symbolization-articulation
9104051408,substitution
9104050504,square-root
9104051418,proportion
9104050543,proportion
9104050930,mode
9104050474,interpreting-numberline
9104050989,interpreting-linear-equations
104050448,making-sense-of-expressions-and-equations
104050059,multiplication
9104050324,order-of-operations
104050447,making-sense-of-expressions-and-equations
9104051044,equation-concept
9104051284,division
9104051340,addition
9104051375,subtraction
9104051122,isosceles-triangle
9104050901,mean
9104050429,integers
104051398,noskill
9104051140,equation-solving
9104050082,pattern-finding
9104050728,discount
9104051208,reading-graph
9104050414,multiplying-decimals
9104050843,scientific-notation
104050601,finding-percents
104050602,finding-percents
104050603,finding-percents
104050420,rounding
9104050485,multiplication
9104051297,multiplication
104050641,ordering-numbers
104050642,fraction-multiplication
104050631,percents
9104051212,triangle-inequality
9104050966,multiplication
9104051231,area
9104050338,algebraic-manipulation
9104050333,inducing-functions
104050057,noskill
104050010,noskill
9104050854,linear-area-volume-conversion
9104051187,area
9104051400,congruence
9104050379,equation-solving
104050522,order-of-operations
9104050559,multiplication
9104050649,reading-graph
104050879,scientific-notation
9104051435,fraction-division
9104051353,addition
9104051074,reading-graph
9104050434,area
104051443,area
104051112,equivalent-fractions-decimals-percents
9104050463,square-root
104051391,area
9104050725,multiplying-decimals
9104050724,inducing-functions
104050604,finding-percents
104050605,finding-percents
9104050622,equation-solving
104051384,noskill
104050621,addition
9104050426,equivalent-fractions-decimals-percents
9104051012,point-plotting
9104050078,interpreting-numberline
9104050329,inducing-functions
9104050653,linear-area-volume-conversion
9104051225,properties-of-geometric-figures
9104050517,order-of-operations
9104050086,pattern-finding
9104050312,inducing-functions
9104050759,probability
9104051432,algebraic-manipulation
9104050958,division
9104050834,probability
9104050953,addition
104050204,interpreting-numberline
9104050283,symbolization-articulation
9104050748,probability
9104050870,mean
9104050961,multiplication
9104050955,addition
9104050963,multiplication
3395,noskill
3394,noskill
3393,noskill
3396,noskill
2212,fraction-division
2211,fraction-division
2210,fraction-division
2213,fraction-division
4665,pythagorean-theorem
173,perimeter
172,perimeter
171,area
174,area
1120,combinatorics
2704,equation-concept
2703,equation-concept
2702,equation-concept
2705,equation-concept
3448,noskill
997,graph-shape
4015,percent-of
4674,noskill
10710,sum-of-interior-angles-triangle
10714,sum-of-interior-angles-triangle
10713,sum-of-interior-angles-triangle
10716,transversals
10717,sum-of-interior-angles-triangle
10715,transversals
10709,sum-of-interior-angles-triangle
10712,sum-of-interior-angles-triangle
10711,sum-of-interior-angles-triangle
10778,fraction-decimals-percents
10772,fraction-decimals-percents
10769,fractions
10774,fraction-decimals-percents
10773,fraction-decimals-percents
10776,fraction-decimals-percents
10777,fraction-decimals-percents
10770,fractions
10771,fractions
10775,fraction-decimals-percents
1648,sum-of-interior-angles-triangle
10990,noskill
10989,noskill
10974,noskill
10972,noskill
10973,noskill
10971,noskill
10970,noskill
10572,equivalent-fractions-decimals-percents
10567,fractions
10570,fraction-decimals-percents
10575,equivalent-fractions-decimals-percents
10576,equivalent-fractions-decimals-percents
10568,fractions
10573,equivalent-fractions-decimals-percents
10574,equivalent-fractions-decimals-percents
10571,fraction-decimals-percents
10569,percents
10561,sum-of-interior-angles-triangle
10563,transversals
10557,sum-of-interior-angles-triangle
10564,sum-of-interior-angles-triangle
10562,supplementary-angles
10555,sum-of-interior-angles-triangle
10559,sum-of-interior-angles-triangle
10556,sum-of-interior-angles-triangle
10560,sum-of-interior-angles-triangle
10558,sum-of-interior-angles-triangle
10324,noskill
10325,noskill
10334,noskill
10330,noskill
10333,noskill
10337,noskill
10335,noskill
10329,noskill
10338,noskill
10327,noskill
10331,noskill
10322,noskill
10320,noskill
10321,noskill
10336,noskill
10323,noskill
10332,noskill
10326,noskill
10328,noskill
9669,making-sense-of-expressions-and-equations
9668,making-sense-of-expressions-and-equations
1647,making-sense-of-expressions-and-equations
1127,unit-conversion
2725,interpreting-linear-equations
1126,unit-conversion
2726,interpreting-linear-equations
9795,noskill
9801,noskill
9800,noskill
1132,unit-conversion
1643,properties-of-geometric-figures
1300,area
9774,noskill
9772,point-plotting
9771,noskill
9773,noskill
9799,noskill
9798,noskill
9797,noskill
9796,noskill
1299,area
1298,area-of-circle
1297,area-of-circle
1296,properties-of-geometric-figures
1301,area
893,square-root
892,square-root
891,square-root
890,square-root
894,square-root
9065,unit-conversion
9064,unit-conversion
1475,unit-conversion
2080,probability
355,symbolization-articulation
354,symbolization-articulation
353,symbolization-articulation
356,symbolization-articulation
444,inducing-functions
1091,divisibility
1090,prime-number
1089,prime-number
1088,prime-number
1087,divisibility
1086,divisibility
1092,divisibility
4003,exponents
1625,evaluating-functions
596,pattern-finding
595,pattern-finding
594,pattern-finding
597,pattern-finding
1016,interpreting-numberline
1015,multiplication
1014,multiplication
1017,interpreting-numberline
1158,equation-concept
1157,equation-concept
1156,p-patterns-relations-algebra
1155,equation-concept
1159,equation-concept
1619,noskill
368,sum-of-interior-angles-more-than-3-sides
367,sum-of-interior-angles-triangle
366,sum-of-interior-angles-more-than-3-sides
2126,probability
2125,probability
2124,probability
2123,probability
2127,probability
2100,probability
2088,probability
2117,probability
2116,probability
2115,probability
2118,probability
4490,probability
2101,probability
2267,median
2243,median
2242,mean
2241,ordering-numbers
2240,median
2244,median
2098,combinatorics
2097,combinatorics
2099,combinatorics
1119,combinatorics
1118,combinatorics
1117,combinatorics
1116,combinatorics
2289,median
2200,median
2199,median
2198,median
2197,stem-and-leaf-plot
2201,median
442,inducing-functions
219,inducing-functions
223,inducing-functions
1135,p-patterns-relations-algebra
1134,p-patterns-relations-algebra
1133,p-patterns-relations-algebra
1136,substitution
4478,substitution
8702,noskill
8701,noskill
8700,noskill
9650,noskill
9649,noskill
1613,noskill
585,pattern-finding
584,pattern-finding
583,pattern-finding
582,subtraction
581,subtraction
580,subtraction
579,subtraction
586,pattern-finding
2215,finding-percents
2214,finding-percents
2218,finding-percents
397,area
396,unit-conversion
395,unit-conversion
400,area
362,area
1503,pythagorean-theorem
4381,isosceles-triangle
4380,isosceles-triangle
60,isosceles-triangle
59,transversals
58,supplementary-angles
61,isosceles-triangle
1305,area
1304,area
1303,area
1306,area
1284,meaning-of-pi
1264,meaning-of-pi
247,transversals
246,supplementary-angles
248,supplementary-angles
405,substitution
339,substitution
399,rate
398,area
4555,multiplication
8856,noskill
8855,noskill
8854,noskill
8853,noskill
8974,noskill
1084,finding-percents
1083,finding-percents
1082,finding-percents
1081,finding-percents
1085,finding-percents
1253,finding-percents
1252,finding-percents
1251,finding-percents
1254,finding-percents
1435,n-number-sense-operations
1434,n-number-sense-operations
1433,n-number-sense-operations
1436,equation-solving
4059,proportion
2374,equation-solving
1611,equation-solving
1985,equation-solving
1986,equation-solving
4383,equation-solving
4011,order-of-operations
4010,order-of-operations
4009,order-of-operations
4012,order-of-operations
841,order-of-operations
840,order-of-operations
842,order-of-operations
1176,properties-of-geometric-figures
1040,reading-graph
1039,point-plotting
1038,point-plotting
1037,point-plotting
1041,reading-graph
1988,equation-solving
1987,equation-solving
1989,equation-solving
1580,m-measurement
2263,mean
2262,mean
2261,mean
2264,mean
4679,circle-graph
4678,circle-graph
4677,circle-graph
4676,circle-graph
4675,circle-graph
1660,circle-graph
238,pattern-finding
237,pattern-finding
236,pattern-finding
235,pattern-finding
234,pattern-finding
233,pattern-finding
232,pattern-finding
239,pattern-finding
1356,properties-of-solids
1355,properties-of-solids
1354,properties-of-solids
1353,properties-of-solids
1357,properties-of-solids
4558,area
4557,area
4556,area
4559,area
4439,comparing-fractions
4438,comparing-fractions
4437,comparing-fractions
4436,comparing-fractions
4435,comparing-fractions
1512,comparing-fractions
1080,percent-of
676,pattern-finding
675,pattern-finding
674,pattern-finding
673,pattern-finding
672,pattern-finding
671,pattern-finding
670,pattern-finding
669,pattern-finding
677,inducing-functions
976,noskill
975,noskill
974,noskill
977,noskill
2342,equation-solving
2343,equation-solving
435,symbolization-articulation
434,symbolization-articulation
433,divide-decimals
436,divide-decimals
9680,proportion
9679,proportion
1644,proportion
2239,median
602,pattern-finding
601,division
600,division
599,division
598,division
603,division
3432,noskill
3377,noskill
3376,noskill
3375,noskill
3374,noskill
3378,noskill
3447,noskill
3446,noskill
3428,noskill
3427,noskill
3426,noskill
3429,noskill
4516,venn-diagram
4515,venn-diagram
4517,venn-diagram
3367,noskill
3366,noskill
3365,noskill
3364,noskill
3368,noskill
3399,noskill
3398,noskill
3397,noskill
3400,noskill
9348,noskill
9347,noskill
9346,noskill
9345,noskill
9354,noskill
9353,noskill
9352,noskill
9336,noskill
9335,noskill
9334,noskill
9318,noskill
9317,noskill
9316,noskill
9315,noskill
9314,noskill
3623,noskill
8709,noskill
8708,noskill
8707,noskill
8706,noskill
8990,noskill
8989,noskill
8988,noskill
9007,noskill
9006,noskill
9005,noskill
9004,noskill
9003,noskill
8705,noskill
8704,noskill
8703,noskill
963,multiplying-decimals
962,multiplying-decimals
961,multiplying-decimals
960,multiplying-decimals
964,multiplying-decimals
2171,probability
1626,rate-with-distance-and-time
16,reading-graph
1099,reading-graph
1098,reading-graph
1097,reading-graph
1100,reading-graph
4540,interpreting-linear-equations
4539,interpreting-linear-equations
4538,interpreting-linear-equations
4537,interpreting-linear-equations
4536,interpreting-linear-equations
4541,interpreting-linear-equations
838,scientific-notation
837,scientific-notation
839,scientific-notation
77,percent-of
76,venn-diagram
75,venn-diagram
78,percent-of
4545,point-plotting
4544,point-plotting
4543,point-plotting
4542,point-plotting
4546,point-plotting
408,substitution
407,substitution
406,substitution
341,substitution
340,substitution
4594,pattern-finding
4593,pattern-finding
4592,pattern-finding
4591,pattern-finding
4590,pattern-finding
4589,pattern-finding
4588,pattern-finding
4596,pattern-finding
10839,equation-concept
10838,equation-solving
10837,equation-concept
1696,inducing-functions
1695,inducing-functions
1694,inducing-functions
1693,inducing-functions
1692,inducing-functions
1691,inducing-functions
1690,inducing-functions
1689,inducing-functions
1688,inducing-functions
1687,inducing-functions
1686,inducing-functions
1685,inducing-functions
1684,inducing-functions
1683,inducing-functions
1682,inducing-functions
1362,noskill
1361,noskill
1360,noskill
1363,noskill
1001,graph-shape
1000,graph-shape
999,graph-shape
998,graph-shape
1002,graph-shape
1175,supplementary-angles
1174,properties-of-geometric-figures
1173,sum-of-interior-angles-more-than-3-sides
4667,noskill
939,rounding
938,percent-of
937,rounding
940,percents
9062,rate-with-distance-and-time
9061,rate-with-distance-and-time
1474,multiplying-decimals
1030,p-patterns-relations-algebra
1029,p-patterns-relations-algebra
1028,p-patterns-relations-algebra
1031,multiplying-decimals
184,triangle-inequality
183,triangle-inequality
185,triangle-inequality
2185,linear-area-volume-conversion
2184,linear-area-volume-conversion
2183,linear-area-volume-conversion
2182,linear-area-volume-conversion
2181,linear-area-volume-conversion
2186,linear-area-volume-conversion
2148,probability
2147,probability
2146,probability
2149,probability
9377,rate
9376,rate
9375,rate
1570,rate
4489,probability
4488,probability
4487,probability
4565,algebraic-manipulation
4564,algebraic-manipulation
4563,algebraic-manipulation
4566,algebraic-manipulation
2259,mode
2258,reading-graph
2257,reading-graph
2256,mode
2260,mode
361,rate
360,area
359,area
358,unit-conversion
357,unit-conversion
4524,percents
4523,percents
230,noskill
229,noskill
228,noskill
227,noskill
226,noskill
225,noskill
224,noskill
9290,pattern-finding
9289,pattern-finding
1500,pattern-finding
120,noskill
9687,area-of-circle
9686,area-of-circle
1650,area-of-circle
3559,algebraic-manipulation
3558,algebraic-manipulation
3560,algebraic-manipulation
864,fraction-multiplication
863,fraction-multiplication
865,fraction-multiplication
9652,probability
9651,probability
1621,probability
116,square-root
115,square-root
114,square-root
113,square-root
112,square-root
111,square-root
110,square-root
117,square-root
4629,inducing-functions
443,inducing-functions
1162,n-number-sense-operations
1161,n-number-sense-operations
1160,n-number-sense-operations
1163,multiplying-decimals
2105,least-common-multiple
9655,number-line
2076,probability
2075,probability
2074,probability
2077,probability
9288,combinatorics
9287,combinatorics
9286,combinatorics
9285,combinatorics
1490,combinatorics
364,equation-solving
363,equation-solving
365,inducing-functions
4247,noskill
2715,interpreting-linear-equations
2714,interpreting-linear-equations
2713,interpreting-linear-equations
2716,interpreting-linear-equations
9792,interpreting-linear-equations
9791,interpreting-linear-equations
9790,interpreting-linear-equations
9789,interpreting-linear-equations
2724,interpreting-linear-equations
4469,equivalent-fractions-decimals-percents
4473,equivalent-fractions-decimals-percents
3363,noskill
135,area
134,area
133,perimeter
132,area
136,area
996,graph-shape
995,graph-shape
994,graph-shape
993,graph-shape
992,graph-shape
4014,percent-of
4013,percent-of
1488,algebraic-manipulation
3412,noskill
3411,noskill
3413,noskill
3357,noskill
3391,noskill
3390,noskill
1131,unit-conversion
1130,unit-conversion
1129,unit-conversion
1128,unit-conversion
2095,probability
2094,probability
2093,probability
2096,probability
346,symbolization-articulation
345,symbolization-articulation
344,symbolization-articulation
343,symbolization-articulation
347,symbolization-articulation
3392,noskill
3407,noskill
878,percent-of
879,discount
3385,noskill
3384,noskill
3389,noskill
4534,fraction-division
4533,fraction-division
4535,fraction-division
655,pattern-finding
654,pattern-finding
653,pattern-finding
652,pattern-finding
656,inducing-functions
2109,probability
2108,probability
2107,probability
2106,probability
2110,probability
104051399,noskill
988,graph-shape
1541,pythagorean-theorem
1036,n-number-sense-operations
1033,n-number-sense-operations
1032,n-number-sense-operations
1034,n-number-sense-operations
1035,n-number-sense-operations
733,inducing-functions
727,addition
728,addition
729,addition
730,addition
731,inducing-functions
1575,properties-of-geometric-figures
1479,unit-conversion
1476,unit-conversion
1477,unit-conversion
1478,unit-conversion
4686,noskill
2274,mean
1649,circle-graph
459,symbolization-articulation
456,symbolization-articulation
457,symbolization-articulation
458,symbolization-articulation
467,area
651,inducing-functions
1009,area
4514,scientific-notation
3540,pattern-finding
2229,scientific-notation
146,pattern-finding
2196,linear-area-volume-conversion
1530,proportion
1013,graph-shape
836,multiplying-decimals
814,subtracting-decimals
1022,circle-graph
980,noskill
3373,noskill
3416,noskill
2285,stem-and-leaf-plot
2286,median
2287,median
2288,median
789,integers
936,ordering-numbers
2225,scientific-notation
810,percent-of
482,interpreting-numberline
956,prime-number
1597,rate-with-distance-and-time
1639,rate
1984,addition
1624,rate
1139,point-plotting
205,properties-of-geometric-figures
5,point-plotting
4635,properties-of-geometric-figures
4633,properties-of-geometric-figures
4634,properties-of-geometric-figures
4595,pattern-finding
1638,equation-solving
9684,equation-solving
9685,equation-solving
474,algebraic-manipulation
4550,properties-of-geometric-figures
455,interpreting-numberline
9279,algebraic-manipulation
9280,algebraic-manipulation
9281,algebraic-manipulation
41,square-root
1596,fraction-multiplication
86,equation-solving
2073,probability
968,discount
853,discount
1045,circle-graph
2736,evaluating-functions
2731,evaluating-functions
2732,evaluating-functions
2733,evaluating-functions
2734,evaluating-functions
2735,evaluating-functions
1498,symbolization-articulation
926,equivalent-fractions-decimals-percents
924,equivalent-fractions-decimals-percents
925,fraction-multiplication
4388,unit-conversion
1653,linear-area-volume-conversion
1607,algebraic-manipulation
4421,rate-with-distance-and-time
4418,rate-with-distance-and-time
4419,rate-with-distance-and-time
4420,rate-with-distance-and-time
822,proportion
2084,probability
2249,reading-graph
1627,interpreting-numberline
1623,unit-conversion
1319,transformations-rotations
330,symbolization-articulation
1069,comparing-fractions
1064,n-number-sense-operations
1065,n-number-sense-operations
1066,n-number-sense-operations
1067,n-number-sense-operations
1068,n-number-sense-operations
1533,fraction-multiplication
8861,noskill
2744,interpreting-linear-equations
2740,interpreting-linear-equations
2737,interpreting-linear-equations
2738,interpreting-linear-equations
2739,interpreting-linear-equations
9369,pythagorean-theorem
9370,pythagorean-theorem
9153,noskill
991,graph-shape
33,square-root
34,square-root
35,square-root
36,square-root
37,square-root
38,square-root
39,square-root
40,square-root
178,reading-graph
175,reading-graph
4486,evaluating-functions
4483,unit-conversion
4484,unit-conversion
4485,evaluating-functions
479,interpreting-numberline
480,interpreting-numberline
481,interpreting-numberline
1561,fractions
9371,fractions
9372,fractions
9373,proportion
9374,proportion
3430,noskill
3431,noskill
4684,noskill
1059,median
732,equation-solving
2193,linear-area-volume-conversion
2194,linear-area-volume-conversion
2195,linear-area-volume-conversion
468,subtraction
469,pattern-finding
470,division
471,algebraic-manipulation
472,symbolization-articulation
473,algebraic-manipulation
1314,transformations-rotations
200,properties-of-geometric-figures
201,properties-of-geometric-figures
202,properties-of-geometric-figures
203,properties-of-geometric-figures
204,properties-of-geometric-figures
907,equivalent-fractions-decimals-percents
1172,area
820,proportion
821,proportion
453,interpreting-numberline
454,interpreting-numberline
2690,multiplication
2686,substitution
2687,multiplication
2688,substitution
2689,multiplication
1137,point-plotting
1138,point-plotting
1371,noskill
1369,noskill
1370,noskill
1149,equivalent-fractions-decimals-percents
1145,n-number-sense-operations
1146,n-number-sense-operations
1147,n-number-sense-operations
1148,n-number-sense-operations
1042,proportion
1043,reduce-fraction
1044,circle-graph
1185,m-measurement
1182,measurement
1183,measurement
1184,measurement
1189,discount
912,making-sense-of-expressions-and-equations
898,multiplying-decimals
895,multiplying-decimals
896,multiplying-decimals
897,multiplying-decimals
9653,rate
9654,rate
1735,area-concept
1154,fraction-multiplication
4384,unit-conversion
4385,unit-conversion
4386,unit-conversion
437,subtraction
438,symbolization-articulation
439,symbolization-articulation
440,symbolization-articulation
1125,proportion
1121,proportion
1122,proportion
1123,proportion
1124,proportion
9681,evaluating-functions
9682,evaluating-functions
9683,evaluating-functions
2345,linear-area-volume-conversion
2344,linear-area-volume-conversion
2236,mean
2230,mean
2231,mean
2232,mean
2233,mean
2234,mean
2235,mean
478,symbolization-articulation
475,symbolization-articulation
476,symbolization-articulation
477,symbolization-articulation
1674,fractions
662,inducing-functions
657,pattern-finding
658,pattern-finding
659,pattern-finding
660,pattern-finding
661,pattern-finding
9056,noskill
9057,noskill
9058,noskill
9059,noskill
9063,noskill
9179,percent-of
9180,percent-of
9181,percent-of
1144,adding-decimals
13189,noskill
13190,noskill
13191,noskill
13192,noskill
2040,noskill
8303,noskill
13193,noskill
9510,noskill
9512,noskill
9511,noskill
9513,noskill
10036,noskill
10037,noskill
10038,noskill
10039,noskill
9514,noskill
9515,noskill
9516,noskill
9517,noskill
9122,noskill
13209,noskill
9123,noskill
9124,noskill
9125,noskill
8882,noskill
8793,noskill
8794,noskill
8800,noskill
8820,noskill
8840,noskill
8841,noskill
847,finding-percents
848,finding-percents
8710,noskill
9171,noskill
9172,noskill
9173,noskill
9174,noskill
9066,noskill
9067,noskill
